Collection,Category,Material,Product Name,Product SKU(s),Seating Type,Height,Width,Depth,Length,Seat Height,Arm Height,Weight,Description,Product Image URL,Product URL
Casper,Seating,Steel,Armless Balcony Stool,95250,,"38""","20.3""","22.3""",,"25.6""",,0,"Sleek design meets functional elegance in the Casper collection. Constructed with a durable steel frame and high-quality woven rope and resin, this collection provides a comfortable seat and excellent weather resistance. Whether it’s a patio, outdoor dining area, or poolside setting, Casper’s versatile design will beautifully complement your space with ease.",https://www.homecrest.com/data/products/5367/images/95250.jpg,https://www.homecrest.com/Seating/casper/armless-balcony-stool
Casper,Seating,Steel,Armless Bar Stool,95480,,"41.9""","20.3""","22.3""",,"29.5""",,0,"Sleek design meets functional elegance in the Casper collection. Constructed with a durable steel frame and high-quality woven rope and resin, this collection provides a comfortable seat and excellent weather resistance. Whether it’s a patio, outdoor dining area, or poolside setting, Casper’s versatile design will beautifully complement your space with ease.",https://www.homecrest.com/data/products/5368/images/95480.jpg,https://www.homecrest.com/Seating/casper/armless-bar-stool
Echo,Seating,Steel,Armless Dining Chair (Stackable),94350; 9435P; 94350-2; 9435P-2,,"35""","18.5""","21""",,"19""",,0,"Inspired by the organic shapes found in nature, Echo is an expansion of our popular Manhattan line. Make any outdoor setting more inviting with the addition of this beautiful and unique collection. Echo is available in dining, balcony, and bar heights with a metal seat, padded seat, or removable seat pad option. With its modern design and high-quality construction, this collection is a hospitality favorite. Our Echo collection’s visual style is well-suited to homeowners looking for a refined visual style, as well as urbane environments such as fine dining, cafés, bars, or luxury rooftop experiences.",https://www.homecrest.com/data/products/2077/images/94350.jpg,https://www.homecrest.com/Seating/echo/armless-dining-chair-stackable
Echo,Seating,Steel,Dining Chair (Stackable),94370; 9437P; 94370-2; 9437P-2,,"35""","20""","21""",,"19""","25.75""",0,"Inspired by the organic shapes found in nature, Echo is an expansion of our popular Manhattan line. Make any outdoor setting more inviting with the addition of this beautiful and unique collection. Echo is available in dining, balcony, and bar heights with a metal seat, padded seat, or removable seat pad option. With its modern design and high-quality construction, this collection is a hospitality favorite. Our Echo collection’s visual style is well-suited to homeowners looking for a refined visual style, as well as urbane environments such as fine dining, cafés, bars, or luxury rooftop experiences.",https://www.homecrest.com/data/products/2078/images/94370.jpg,https://www.homecrest.com/Seating/echo/dining-chair-stackable
Echo,Seating,Steel,Armless Balcony Stool,94580; 9458P,,"40.5""","18.5""","21""",,"24""",,0,"Inspired by the organic shapes found in nature, Echo is an expansion of our popular Manhattan line. Make any outdoor setting more inviting with the addition of this beautiful and unique collection. Echo is available in dining, balcony, and bar heights with a metal seat, padded seat, or removable seat pad option. With its modern design and high-quality construction, this collection is a hospitality favorite. Our Echo collection’s visual style is well-suited to homeowners looking for a refined visual style, as well as urbane environments such as fine dining, cafés, bars, or luxury rooftop experiences.",https://www.homecrest.com/data/products/2079/images/94580.jpg,https://www.homecrest.com/Seating/echo/armless-balcony-stool
Echo,Seating,Steel,Armless Bar Stool,94480; 9448P,,"45.5""","18.5""","21""",,"29""",,0,"Inspired by the organic shapes found in nature, Echo is an expansion of our popular Manhattan line. Make any outdoor setting more inviting with the addition of this beautiful and unique collection. Echo is available in dining, balcony, and bar heights with a metal seat, padded seat, or removable seat pad option. With its modern design and high-quality construction, this collection is a hospitality favorite. Our Echo collection’s visual style is well-suited to homeowners looking for a refined visual style, as well as urbane environments such as fine dining, cafés, bars, or luxury rooftop experiences.",https://www.homecrest.com/data/products/2080/images/94480.jpg,https://www.homecrest.com/Seating/echo/armless-bar-stool
Echo,Seating,Steel,Removable Seat Pad (with Ties),CH-PAD,,,,,,,,0,"Boden   Collection The Boden cushion collection blends bold, modern design with seamless curves and plush comfort, offering durable, weather-resistant luxury for outdoor living. Fog Finish The Fog frame finish blends the soothing neutrality of gray with warm taupe undertones, creating a versatile shade that complements both modern and classic styles. Surf Collection The Surf collection combines nature-inspired design with durable all-weather poly and aluminum materials, making it a stylish and practical choice for high-traffic outdoor spaces. Medley Collection The Medley collection offers the look of natural wood with the durability of powder-coated aluminum and all-weather poly creating a stylish, low-maintenance solution for outdoor dining.",https://www.homecrest.com/data/products/2081/images/CH-PAD.jpg,https://www.homecrest.com/echo/removable-seat-pad-with-ties
Echo,Seating,Steel,Removable Seat Pad (without Ties),CH-PADNT,,,,,,,,0,"Boden   Collection The Boden cushion collection blends bold, modern design with seamless curves and plush comfort, offering durable, weather-resistant luxury for outdoor living. Fog Finish The Fog frame finish blends the soothing neutrality of gray with warm taupe undertones, creating a versatile shade that complements both modern and classic styles. Surf Collection The Surf collection combines nature-inspired design with durable all-weather poly and aluminum materials, making it a stylish and practical choice for high-traffic outdoor spaces. Medley Collection The Medley collection offers the look of natural wood with the durability of powder-coated aluminum and all-weather poly creating a stylish, low-maintenance solution for outdoor dining.",https://www.homecrest.com/data/products/2082/images/CH-PADNT.jpg,https://www.homecrest.com/echo/removable-seat-pad-without-ties
Edge Air,Seating,Aluminum,Armless Chat Chair,51AR352,,"36""","26.5""","33""",,"18""",,0,"Edge air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.",https://www.homecrest.com/data/products/5257/images/51AR352.jpg,https://www.homecrest.com/Seating/edge-air/armless-chat-chair
Edge Air,Seating,Aluminum,Armless Swivel Chat Chair,51AR902N,,"36""","26.5""","33""",,"18""",,0,"Edge air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.",https://www.homecrest.com/data/products/5258/images/51AR902N.jpg,https://www.homecrest.com/Seating/edge-air/armless-swivel-chat-chair
Edge Air,Seating,Aluminum,Armless Loveseat,51AR422N,,"36""","52.5""","33""",,"18""",,0,"Edge air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.",https://www.homecrest.com/data/products/5259/images/51AR422N.jpg,https://www.homecrest.com/Seating/edge-air/armless-loveseat
Edge Air,Seating,Aluminum,Armless Sofa,51AR432N,,"36""","79""","33""",,"18""",,94,"Edge air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.",https://www.homecrest.com/data/products/5260/images/51AR432N.jpg,https://www.homecrest.com/Seating/edge-air/armless-sofa
Edge Air,Seating,Aluminum,"35.5"" x 23"" Mode End Table/Corner Unit",1310020,,,,,,,,,"Edge Air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.",https://www.homecrest.com/data/products/5261/images/1310020.jpg,https://www.homecrest.com/Tables/edge-air/35-5x23-inch-mode-table-corner-unit
Elements,Seating,Aluminum,Low Back Dining Chair,51680; 51690,,"37""","26""","28.5""",,"19.5""","26""",14.2,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/832/images/51680.jpg,https://www.homecrest.com/Seating/elements/low-back-dining-chair
Elements,Seating,Aluminum,Low Back Swivel Rocker,51880; 51890,,"37""","26""","28.5""",,"19.5""","26""",0,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/833/images/51880.jpg,https://www.homecrest.com/Seating/elements/low-back-swivel-rocker
Elements,Seating,Aluminum,High Back Dining Chair,51180; 51190,,"45.5""","26""","28.5""",,"19.5""","26""",15.2,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/834/images/51180.jpg,https://www.homecrest.com/Seating/elements/high-back-dining-chair
Elements,Seating,Aluminum,High Back Swivel Rocker,51980; 51990,,"45.5""","26""","28.5""",,"19.5""","26""",0,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/835/images/51980.jpg,https://www.homecrest.com/Seating/elements/high-back-swivel-rocker
Elements,Seating,Aluminum,Swivel Rocker Balcony Stool,51780; 51790,,"40""","26""","30""",,"21""","29""",0,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/836/images/51780.jpg,https://www.homecrest.com/Seating/elements/swivel-rocker-balcony-stool
Elements,Seating,Aluminum,Armless Adjustable Chaise,10301; 10201,,"43.5""","24""",,"82.5""","16""",,24.6,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/1931/images/10301.jpg,https://www.homecrest.com/Seating/elements/armless-adjustable-chaise
Elements,Seating,Aluminum,Ottoman,99120; 99130,,"16.5""","20.5""","20""",,"16.5""",,7,"Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.",https://www.homecrest.com/data/products/5276/images/99120.jpg,https://www.homecrest.com/Seating/elements/ottoman
Elements,Seating,Aluminum,Dining Chair Wind Kit,KIT91,,,,,,,,10,"Need additional weight for windy conditions? Homecrest's patent-pending Wind Kit (KIT91), consists of zinc-plated steel parts, add an additional 10 lbs, and easily attaches to the chair’s frame. Available in all finishes.",https://www.homecrest.com/data/products/5269/images/KIT91.jpg,https://www.homecrest.com/Seating/elements/dining-chair-wind-kit
Elements,Seating,Aluminum,Swivel Rocker Wind Kit,KIT90,,,,,,,,10,"Need additional weight for windy conditions? Homecrest's patent-pending Wind Kit (KIT90), consists of zinc-plated steel parts, add an additional 10 lbs, and easily attaches to the chair’s frame. Available in all finishes.",https://www.homecrest.com/data/products/5270/images/KIT90.jpg,https://www.homecrest.com/Seating/elements/swivel-rocker-wind-kit
Elements Air,Seating,Aluminum,Armless Chat Chair,51AR352,,"36""","26.5""","33""",,"18""",,30,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1916/images/51AR352.jpg,https://www.homecrest.com/Seating/elements-air/armless-chat-chair
Elements Air,Seating,Aluminum,Chat Chair,51AR392,,"36""","32.5""","33""",,"18""","23""",38,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1917/images/51AR392.jpg,https://www.homecrest.com/Seating/elements-air/chat-chair
Elements Air,Seating,Aluminum,Swivel Chat Chair,51AR902,,"36""","32.5""","33""",,"18""","23""",43,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1918/images/51AR902.jpg,https://www.homecrest.com/Seating/elements-air/swivel-chat-chair
Elements Air,Seating,Aluminum,Left Arm Chat Chair,51AR392L,,"36""","29.5""","33""",,"18""","23""",34,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1919/images/51AR392L.jpg,https://www.homecrest.com/Seating/elements-air/left-arm-chat-chair
Elements Air,Seating,Aluminum,Right Arm Chat Chair,51AR392R,,"36""","29.5""","33""",,"18""","23""",34,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1920/images/51AR392R.jpg,https://www.homecrest.com/Seating/elements-air/right-arm-chat-chair
Elements Air,Seating,Aluminum,Armless Loveseat,51AR422N,,"36""","52.5""","33""",,"18""",,60,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1921/images/51AR422N.jpg,https://www.homecrest.com/Seating/elements-air/armless-loveseat
Elements Air,Seating,Aluminum,Loveseat,51AR422,,"36""","58.5""","33""",,"18""","23""",68,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1922/images/51AR422.jpg,https://www.homecrest.com/Seating/elements-air/loveseat
Elements Air,Seating,Aluminum,Left Arm Loveseat,51AR422L,,"36""","55.5""","33""",,"18""","23""",64,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1923/images/51AR422L.jpg,https://www.homecrest.com/Seating/elements-air/left-arm-loveseat
Elements Air,Seating,Aluminum,Right Arm Loveseat,51AR422R,,"36""","55.5""","33""",,"18""","23""",64,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1924/images/51AR422R.jpg,https://www.homecrest.com/Seating/elements-air/right-arm-loveseat
Elements Air,Seating,Aluminum,Armless Sofa,51AR432N,,"36""","79""","33""",,"18""",,92,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1925/images/51AR432N.jpg,https://www.homecrest.com/Seating/elements-air/armless-sofa
Elements Air,Seating,Aluminum,Sofa,51AR432,,"36""","85""","33""",,"18""","23""",100,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1926/images/51AR432.jpg,https://www.homecrest.com/Seating/elements-air/sofa
Elements Air,Seating,Aluminum,Left Arm Sofa,51AR432L,,"36""","82""","33""",,"18""","23""",96,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1927/images/51AR432L.jpg,https://www.homecrest.com/Seating/elements-air/left-arm-sofa
Elements Air,Seating,Aluminum,Right Arm Sofa,51AR432R,,"36""","82""","33""",,"18""","23""",96,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.",https://www.homecrest.com/data/products/1928/images/51AR432R.jpg,https://www.homecrest.com/Seating/elements-air/right-arm-sofa
Elements Air,Seating,Aluminum,"35.5"" x 23"" Mode End Table/Corner Unit",1310020,,,,,,,,,"The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort, while also featuring benefits such as exceptional shape retention and surface memory. The Elements sling is a double layer design that is extremely comfortable and field-replaceable. Elements offers a versatile, stylish and low-maintenance solution for your outdoor seating needs. Elements coordinates with all Elements cushion and sling dining.",https://www.homecrest.com/data/products/1929/images/1310020.jpg,https://www.homecrest.com/Tables/elements-air/35-5x23-inch-mode-table-corner-unit
Elements Cushion,Seating,Aluminum,Chat Chair,5139A-DC; 5139A-UC,,"35""","30""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/1911/images/5139A.jpg,https://www.homecrest.com/Seating/elements-cushion/chat-chair
Elements Cushion,Seating,Aluminum,Swivel Rocker Chat Chair,5190A-DC; 5190A-UC,,"35""","30""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/1912/images/5190A.jpg,https://www.homecrest.com/Seating/elements-cushion/swivel-rocker-chat-chair
Elements Cushion,Seating,Aluminum,Loveseat,5142A-DC; 5142A-UC,,"35""","54""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/1913/images/5142A.jpg,https://www.homecrest.com/Seating/elements-cushion/loveseat
Elements Cushion,Seating,Aluminum,Sofa,5143A-DC; 5143A-UC,,"35""","78""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/1914/images/5143A.jpg,https://www.homecrest.com/Seating/elements-cushion/sofa
Elements Cushion,Seating,Aluminum,High Back Chat Chair,5137A-DC; 5137A-UC,,"41""","30""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/3722/images/5137A.jpg,https://www.homecrest.com/Seating/elements-cushion/high-back-chat-chair
Elements Cushion,Seating,Aluminum,High Back Swivel Rocker Chat Chair,5192A-DC; 5192A-UC,,"41""","30""","33""",,"18""","23.5""",0,"With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.",https://www.homecrest.com/data/products/2355/images/5192A.jpg,https://www.homecrest.com/Seating/elements-cushion/high-back-swivel-rocker-chat-chair
