product_id,sku,name,collection,category,sub-category,seat_type,dimensions,short_description,is_active,available_online,quote_only,materials,sub-materials,finish_pool_assigned,finish_options,fabric_pool_assigned,fabric_options
5186.0,65156-3S,Avana Sofa,Avana,Deep Seating,Sofas,,,"The O.W. Lee Avana Sofa provides spacious seating with a sleek, contemporary aesthetic. Its streamlined aluminum frame and generous cushions create a sophisticated outdoor sofa designed for comfort, versatility, and timeless style. Quality & Customization O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
5184.0,65156-SR,Avana Swivel Rocker Lounge Chair,Avana,Deep Seating,Lounge Chairs,,,"The O.W. Lee Avana Swivel Rocker Lounge Chair brings effortless motion and modern style to any outdoor space. Its smooth swivel and gentle rocking action pair perfectly with a clean-lined aluminum frame and plush cushions, creating a versatile lounge chair that’s both comfortable and inviting. This chair is an excellent choice for customers who want high-quality, stylish outdoor furniture at a more accessible price point. Quality & Customization Crafted with O.W. Lee’s signature attention to detail, the frame is backed by a 20-year structural warranty, and the finish is guaranteed for 5 years against fading, blistering, and peeling. Cushions and fabrics also carry a 5-year warranty, ensuring long-lasting comfort and durability. With 10 elegant frame finishes and over 100 fabric options, including 16 durable sling fabrics, the Avana Swivel Rocker Lounge Chair can be customized to perfectly complement any outdoor setting. It’s a stylish, functional, and smartly priced addition to contemporary outdoor living.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2048.0,937-SBW,Classico High-Back Spring Base Lounge Chair,Classico,Deep Seating,Lounge Chairs,,"H 43.75"" × W 28"" × D 34.75""","If you want maximum comfort with a more commanding, classic look, the O.W. Lee Classico High Back Spring Base Lounge Chair delivers on all fronts. Its taller back provides extra support for relaxed lounging, while the spring base adds gentle motion that responds naturally as you sit. Together, they create a chair that feels as good as it looks--supportive, comfortable, and inviting. True to the Classico collection, this chair features a stately, Old World silhouette with refined detailing that brings a sense of timeless European elegance to any outdoor space. It’s an ideal choice for those who appreciate traditional design but don’t want to compromise on comfort. Built with O.W. Lee’s legendary craftsmanship, the frame is backed by a 20-year structural warranty, and the finish is guaranteed for 5 years against fading, blistering, and peeling. Cushions and fabrics are also covered for 5 years, ensuring long-lasting performance outdoors. To make it your own, choose from 10 elegant frame finishes and over 100 fabric options. Whether it’s part of a full seating arrangement or a standout lounge piece, the Classico High Back Spring Base Lounge Chair offers elevated comfort, subtle motion, and enduring style.",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2049.0,937-SRW,Classico High-Back Swivel Rocker Lounge Chair,Classico,Deep Seating,Lounge Chairs,,"H 44.5"" × W 28"" × D 34""","If comfort is your top priority but you still want timeless style, the O.W. Lee Classico High Back Swivel Rocker Lounge Chair checks every box. The tall, supportive back is perfect for leaning in and relaxing, while the smooth swivel and gentle rocking motion let you move naturally and stay comfortable for longer stretches outdoors. It’s an ideal chair for conversations, quiet moments, and everything in between. Design-wise, this chair stays true to the Classico collection’s classic European influence. Refined detailing and an elegant silhouette give it a polished, Old World look that elevates any patio or outdoor living space. As with all O.W. Lee furniture, quality and durability come standard. The wrought iron frame is backed by a 20-year structural warranty, and the finish is guaranteed for 5 years against fading, blistering, and peeling. Cushions and fabrics are also covered for 5 years, so you can relax knowing your chair is built to last. Personalizing your look is easy with 10 elegant frame finishes and over 100 fabric options. Whether it stands alone or completes a full seating group, the Classico High Back Swivel Rocker Lounge Chair offers exceptional comfort, graceful motion, and enduring craftsmanship.",True,True,True,Wrought Iron,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2045.0,956-CCW,Classico Lounge Chair,Classico,Deep Seating,Lounge Chairs,,"H 38.5"" × W 28"" × D 36.75""","If you’re looking for a classic outdoor lounge chair that feels just as good as it looks, the O.W. Lee Classico Lounge Chair delivers. It brings the collection’s signature traditional style into a relaxed, lounge-ready design, complete with decorative metalwork and plush cushions that invite you to sit back and stay awhile. It’s the kind of chair that instantly makes an outdoor space feel warm, comfortable, and refined. Like everything O.W. Lee makes, the Classico Lounge Chair is built to last. The wrought iron frame is backed by a 20-year structural warranty, while the finish is guaranteed for 5 years against fading, blistering, and peeling. Cushions and fabrics are also covered for 5 years, so you can enjoy both comfort and peace of mind season after season. Customization is where this chair really shines. Choose from 10 elegant frame finishes and over 100 fabric options to create a look that fits your space and your style perfectly. Whether you’re furnishing a cozy patio or a full outdoor living area, the Classico Lounge Chair offers timeless design, exceptional comfort, and craftsmanship you can trust.",True,True,True,Wrought Iron,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2050.0,956-2SW,Classico Love Seat,Classico,Deep Seating,Love Seats,,"H 35.5"" × W 53"" × D 33.75""","The O.W. Lee Classico Love Seat offers intimate seating defined by elegant proportions and ornate detailing. Plush cushions and traditional styling make this outdoor love seat a refined addition to patios and courtyards. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2052.0,950-OW,Classico Ottoman,Classico,Deep Seating,Ottomans,,"H 18.5"" × W 26.75"" × D 26.25""","The O.W. Lee Classico Ottoman complements the collection’s seating with functional elegance. Featuring classic detailing and a tailored cushion, this outdoor ottoman works as a footrest or additional seating. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2051.0,956-3SW,Classico Sofa,Classico,Deep Seating,Sofas,,"H 35.5"" × W 76.25"" × D 34""","If you’re looking to anchor your outdoor space with something truly timeless, the O.W. Lee Classico Sofa makes a beautiful statement. Designed as a sophisticated focal point, this outdoor sofa features a classic silhouette, elegant decorative accents, and generous seating that invites everyone to gather. Its European-inspired design brings a sense of tradition and refinement to patios, terraces, and outdoor living rooms alike. Crafted with O.W. Lee’s renowned attention to quality, the Classico Sofa is built to stand up to the elements while maintaining its beauty. The wrought iron frame is backed by a 20-year structural warranty, and the finish is guaranteed for 5 years against fading, blistering, and peeling. Plush cushions and performance fabrics are also covered for 5 years, giving you confidence that your investment will look and feel great for years to come. Customization is simple and seamless. With 10 elegant frame finishes and over 100 fabric options, you can tailor the Classico Sofa to perfectly complement your outdoor décor. Whether you’re creating an intimate seating area or a grand outdoor gathering space, this sofa delivers classic style, lasting comfort, and craftsmanship you can trust.",True,True,True,Wrought Iron,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2047.0,956-SBT,Classico Spring Base Lounge Chair,Classico,Deep Seating,Lounge Chairs,,"H 41"" × W 28"" × D 33.25""","If you love the look of classic outdoor furniture but want a little extra comfort, the O.W. Lee Classico Spring Base Lounge Chair is a perfect fit. It takes the timeless elegance of the Classico collection and adds gentle motion, thanks to a spring-supported base that responds as you sit and relax. The result is a lounge chair that feels supportive, comfortable, and effortlessly inviting. Ornate metal details highlight the collection’s European-inspired craftsmanship, giving the chair a refined, old-world appeal. As with all O.W. Lee furniture, this chair is built for long-term outdoor living. The wrought iron frame is protected by a 20-year structural warranty, and the finish is backed for 5 years against fading, blistering, and peeling. Cushions and fabrics also carry a 5-year warranty, so you can enjoy comfort and durability with confidence. Personalizing your chair is easy. Choose from 10 elegant frame finishes and over 100 fabric options to create a look that feels uniquely yours. Whether you’re designing a quiet retreat or a sophisticated outdoor lounge, the Classico Spring Base Lounge Chair delivers classic style, subtle motion, and lasting comfort.",True,True,True,Wrought Iron,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2046.0,956-SRW,Classico Swivel Rocker Lounge Chair,Classico,Deep Seating,Lounge Chairs,,"H 40.75"" × W 28"" × D 34.25""","The O.W. Lee Classico Swivel Rocker Lounge Chair blends graceful design with gentle movement. Featuring smooth swivel and rocking motion, this outdoor lounge chair offers relaxed comfort wrapped in traditional sophistication. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
5188.0,62109-CC,Horizon Lounge Chair,Horizon,Deep Seating,Lounge Chairs,,,"The O.W. Lee Horizon Lounge Chair blends mid-century modern style with comfortable, tailored cushions and a sleek, durable aluminum frame. Ideal for relaxing or entertaining outdoors, it brings architectural sophistication to any patio or deck. Built to last with O.W. Lee craftsmanship, frames are backed by a 20-year structural warranty, finishes by a 5-year no-fade guarantee, and cushions and fabrics by a 5-year warranty. Fully customizable with 10 frame finishes and over 100 fabrics, this lounge chair delivers high-quality, long-lasting style at an affordable price.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
5190.0,62109-2S,Horizon Love Seat,Horizon,Deep Seating,Love Seats,,,"The O.W. Lee Horizon Love Seat combines mid-century modern design with deep, supportive cushions and a bold, weather-resistant aluminum frame. Ideal for smaller patios or as part of a larger outdoor seating area, it delivers both comfort and lasting durability. Part of the Horizon Collection, this high-quality, long-lasting love seat is fully customizable with 10 frame finishes and over 100 fabrics—bringing stylish, durable outdoor furniture at an affordable price.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
